emp_no,first_name,last_name,to_date,title
12091,Lansing,Cunliffe,9999-01-01,Senior Engineer
12092,Kauko,Unno,9999-01-01,Senior Staff
12093,Evgueni,Oxenboll,9999-01-01,Senior Engineer
12094,Weiru,Pearson,9999-01-01,Senior Staff
12099,Nobuyoshi,Kuzuoka,9999-01-01,Senior Staff
12102,Aron,Erde,9999-01-01,Staff
12112,Satyanarayana,Avouris,9999-01-01,Senior Staff
12114,Shiv,Rubsam,9999-01-01,Staff
12122,Satoru,Krone,9999-01-01,Senior Engineer
12123,Xiahua,Syrzycki,9999-01-01,Senior Staff
12125,Shounak,Erman,9999-01-01,Engineer
12138,Takahito,Brender,9999-01-01,Engineer
12140,Xudong,Paciorek,9999-01-01,Senior Staff
12149,Suebskul,Grandbois,9999-01-01,Senior Staff
12159,Shem,Perly,9999-01-01,Senior Engineer
12160,Aamer,Garrabrants,9999-01-01,Senior Staff
12164,Muneo,Chachaty,9999-01-01,Engineer
12165,Xiaobin,Maquelin,9999-01-01,Senior Engineer
12168,Arnd,Salverda,9999-01-01,Senior Staff
12172,Jianhua,Llado,9999-01-01,Senior Staff
12174,Slavian,Plavsic,9999-01-01,Senior Engineer
12183,Harngdar,Iisaku,9999-01-01,Engineer
12186,Guther,Nooteboom,9999-01-01,Senior Staff
12190,Abdulah,Engberts,9999-01-01,Senior Engineer
12191,Rosella,Bazzichi,9999-01-01,Engineer
12192,Feiyu,Klyachko,9999-01-01,Senior Engineer
12205,Sushant,Rossi,9999-01-01,Senior Engineer
12206,Barton,Janetzko,9999-01-01,Senior Engineer
12210,Vugranam,Ashish,9999-01-01,Senior Staff
12213,Kwangho,Brizzi,9999-01-01,Senior Staff
12216,Aloke,Mansanne,9999-01-01,Engineer
12218,Yaghout,Strooper,9999-01-01,Senior Engineer
12219,Junsik,Gadepally,9999-01-01,Senior Staff
12221,Vincent,Melter,9999-01-01,Senior Engineer
12222,Abdelwaheb,Holburn,9999-01-01,Senior Staff
12223,Niteen,Koyama,9999-01-01,Senior Engineer
12230,Yuriy,Bellone,9999-01-01,Engineer
12231,Nishit,Bharadwaj,9999-01-01,Senior Engineer
12235,Honesty,Haumacher,9999-01-01,Staff
12242,Satoru,Wolniewicz,9999-01-01,Engineer
12247,Subbu,Penttonen,9999-01-01,Technique Leader
12249,Eldridge,Sadowski,9999-01-01,Senior Engineer
12250,Kerhong,Aloia,9999-01-01,Senior Engineer
12256,Guadalupe,Reghbati,9999-01-01,Senior Staff
12258,Kankanahalli,Eiter,9999-01-01,Senior Engineer
12264,Mart,Pagter,9999-01-01,Engineer
12269,Mohammed,Whitcomb,9999-01-01,Senior Engineer
12270,Shakhar,Kornyak,9999-01-01,Senior Staff
12272,Behnaam,Grandbois,9999-01-01,Senior Staff
12273,Jaideep,Uehara,9999-01-01,Senior Staff
12281,Hisao,Langford,9999-01-01,Senior Engineer
12282,Tadahiro,Delgrange,9999-01-01,Engineer
12291,Masamitsu,Koyama,9999-01-01,Senior Staff
12298,Tetsurou,Rodham,9999-01-01,Senior Engineer
12308,Mototsugu,Cronau,9999-01-01,Senior Staff
12311,Susanne,Lubachevsky,9999-01-01,Senior Engineer
12316,Hyuncheol,Duclos,9999-01-01,Engineer
12317,Weiyi,Crabtree,9999-01-01,Staff
12327,DAIDA,Bruckman,9999-01-01,Senior Engineer
12328,Atilio,Prampolini,9999-01-01,Staff
12338,Kagan,Besselaar,9999-01-01,Staff
12339,Pranay,Czaja,9999-01-01,Staff
12341,Rasiah,Luga,9999-01-01,Senior Engineer
12343,Sorina,Slaats,9999-01-01,Senior Staff
12355,Vidar,Hutton,9999-01-01,Senior Engineer
12364,Neelam,Cummings,9999-01-01,Assistant Engineer
12365,Kamakshi,Bisiani,9999-01-01,Senior Engineer
12368,Gor,Dechter,9999-01-01,Senior Staff
12373,Mooi,Driscoll,9999-01-01,Senior Staff
12379,Kazuhisa,Serna,9999-01-01,Technique Leader
12381,Amalendu,Klerer,9999-01-01,Senior Staff
12388,Arumugam,Hebert,9999-01-01,Senior Engineer
12394,Stevo,Reeken,9999-01-01,Engineer
12395,Sanjit,Felder,9999-01-01,Senior Staff
12399,Mihalis,Luga,9999-01-01,Senior Staff
12411,Shao,Ibel,9999-01-01,Senior Staff
12413,Hugh,Gadepally,9999-01-01,Senior Engineer
12417,Dannz,Spelt,9999-01-01,Senior Engineer
12421,Toshimi,Gulik,9999-01-01,Senior Engineer
12422,Berhard,Demos,9999-01-01,Senior Staff
12426,Shahaf,Valtorta,9999-01-01,Technique Leader
12427,Zissis,Daescu,9999-01-01,Senior Staff
12434,Xumin,Bernardinello,9999-01-01,Engineer
12438,Yongmao,Mondadori,9999-01-01,Senior Staff
12450,Sanjeeva,Perng,9999-01-01,Senior Engineer
12452,Hiroyasu,Francisci,9999-01-01,Engineer
12454,Kerryn,Farris,9999-01-01,Staff
12464,Shai,Milicic,9999-01-01,Staff
12466,Cullen,Nations,9999-01-01,Senior Staff
12468,Ioana,Baezner,9999-01-01,Staff
12475,Filipe,Roison,9999-01-01,Senior Engineer
12480,Tetsushi,Schade,9999-01-01,Staff
12487,Mona,Reghbati,9999-01-01,Senior Staff
12488,Etsuo,Gerteisen,9999-01-01,Senior Engineer
12489,Arnould,Munck,9999-01-01,Senior Engineer
12490,Jackson,Muchinsky,9999-01-01,Senior Engineer
12492,Kristinn,Hammerschmidt,9999-01-01,Senior Engineer
12497,Stein,Penz,9999-01-01,Senior Staff
12499,Izaskun,Lamba,9999-01-01,Senior Staff
12501,Morrie,Matheson,9999-01-01,Senior Staff
12502,Danil,VanScheik,9999-01-01,Senior Engineer
12504,Adly,Rosaz,9999-01-01,Engineer
12506,Gay,Rodite,9999-01-01,Engineer
12509,Rutger,Krzyzanowski,9999-01-01,Senior Staff
12514,Tomofumi,Melter,9999-01-01,Engineer
12515,Pranav,Wilharm,9999-01-01,Senior Engineer
12520,Goetz,Basart,9999-01-01,Engineer
12522,Trygve,Zhang,9999-01-01,Technique Leader
12523,Tonia,Casley,9999-01-01,Senior Staff
12524,Tetsushi,Demeyer,9999-01-01,Engineer
12528,Conor,Cincotta,9999-01-01,Senior Staff
12534,Yongmao,Gerlach,9999-01-01,Senior Engineer
12537,Avishai,Gonthier,9999-01-01,Senior Staff
12540,Poornachandra,Bresenham,9999-01-01,Senior Staff
12541,Shih,Nanard,9999-01-01,Senior Staff
12542,Kazuhide,Bouloucos,9999-01-01,Senior Staff
12551,Jeane,Tzvieli,9999-01-01,Senior Engineer
12553,Aral,Vesna,9999-01-01,Senior Staff
12555,Spyrose,DuCasse,9999-01-01,Assistant Engineer
12557,Stafford,Kopetz,9999-01-01,Senior Engineer
12558,Danco,Niizuma,9999-01-01,Senior Engineer
12563,Honesty,Ducloy,9999-01-01,Engineer
12564,Remco,Nitsche,9999-01-01,Staff
12571,Abdelaziz,Candan,9999-01-01,Engineer
12574,Mong,Gelosh,9999-01-01,Engineer
12586,Oguz,Tasistro,9999-01-01,Senior Engineer
12588,Yagil,Kenevan,9999-01-01,Senior Engineer
12589,Anoosh,Chleq,9999-01-01,Senior Engineer
12590,Gita,Rosenbaum,9999-01-01,Senior Staff
12596,Breannda,Roisin,9999-01-01,Senior Staff
12597,Kazuhito,Petereit,9999-01-01,Senior Staff
12601,Ghassan,Simkin,9999-01-01,Senior Engineer
12603,Utpal,Roison,9999-01-01,Staff
12608,Nectarios,Mondadori,9999-01-01,Senior Staff
12612,Chandrasekaran,Thimonier,9999-01-01,Staff
12617,Shawna,Rusterholz,9999-01-01,Senior Staff
12623,Raimond,Scharstein,9999-01-01,Senior Staff
12626,Gill,Comyn,9999-01-01,Senior Engineer
12630,Sreekrishna,Falco,9999-01-01,Senior Staff
12635,Xinyu,Restivo,9999-01-01,Senior Engineer
12636,Yuuichi,Debuse,9999-01-01,Senior Staff
12638,Yuqun,Seiwald,9999-01-01,Engineer
12639,Zeljko,Schapire,9999-01-01,Senior Engineer
12642,Suebskul,Gips,9999-01-01,Senior Staff
12644,Bernt,Jayawardene,9999-01-01,Senior Engineer
12645,Kyoichi,Decaestecker,9999-01-01,Staff
12651,Pragnesh,Bael,9999-01-01,Senior Staff
12656,Seshu,Morton,9999-01-01,Senior Staff
12662,Leucio,Alvarado,9999-01-01,Engineer
12663,Nobuyoshi,Stellhorn,9999-01-01,Technique Leader
12664,Zhonghua,Parveen,9999-01-01,Staff
12666,Stamatina,Prenel,9999-01-01,Engineer
12670,Seongbae,Alameldin,9999-01-01,Engineer
12672,Mayumi,Varman,9999-01-01,Senior Engineer
12680,Bader,Staudhammer,9999-01-01,Staff
12687,Weicheng,Badache,9999-01-01,Staff
12689,Luerbio,Boudaillier,9999-01-01,Senior Engineer
12691,Oddvar,Gils,9999-01-01,Senior Engineer
12697,Uri,Brizzi,9999-01-01,Senior Staff
12707,Gregory,Zastre,9999-01-01,Staff
12709,Ronghao,Botman,9999-01-01,Senior Engineer
12715,Honglan,Showalter,9999-01-01,Staff
12717,Tzu,Jiafu,9999-01-01,Staff
12722,Elliott,Cheshire,9999-01-01,Senior Staff
12725,Inderjeet,Flexer,9999-01-01,Senior Staff
12726,Fumitake,Panwar,9999-01-01,Senior Engineer
12729,Nahla,Rahier,9999-01-01,Senior Engineer
12731,Yongmao,Waymire,9999-01-01,Senior Staff
12732,Mara,Takanami,9999-01-01,Senior Staff
12734,Gil,Frijda,9999-01-01,Senior Engineer
12746,Heekeun,Lunn,9999-01-01,Senior Engineer
12747,Salvador,Atrawala,9999-01-01,Technique Leader
12748,Berry,Kakkar,9999-01-01,Engineer
12753,Kazuhito,Syrotiuk,9999-01-01,Senior Engineer
12754,Ronnie,Tetzlaff,9999-01-01,Senior Engineer
12755,Rildo,Rodite,9999-01-01,Senior Staff
12761,Hitofumi,Schaad,9999-01-01,Senior Staff
12769,Abdelwaheb,Gluchowski,9999-01-01,Engineer
12770,Maik,Benzaken,9999-01-01,Senior Staff
12773,Jenwei,Lovengreen,9999-01-01,Senior Engineer
12774,Moon,Asrin,9999-01-01,Engineer
12777,Sreenivas,Cichocki,9999-01-01,Senior Staff
12785,Bouchung,Armand,9999-01-01,Senior Engineer
12786,Weiyi,Schusler,9999-01-01,Engineer
12789,Sanjai,Felcyn,9999-01-01,Engineer
12790,Gunilla,Perl,9999-01-01,Senior Staff
12795,Masoud,Fordan,9999-01-01,Senior Staff
12796,Saniya,Stanfel,9999-01-01,Senior Engineer
12798,Lillian,Beeson,9999-01-01,Senior Staff
12799,Tiina,Businaro,9999-01-01,Senior Staff
12803,Gad,Boissier,9999-01-01,Senior Staff
12807,Gretta,Babb,9999-01-01,Senior Engineer
12810,Kristof,Staelin,9999-01-01,Technique Leader
12815,Sushant,Junot,9999-01-01,Senior Staff
12819,Mountaz,Gubsky,9999-01-01,Senior Engineer
12821,Arco,Gihr,9999-01-01,Engineer
12828,Oksana,Camurati,9999-01-01,Staff
12829,Harngdar,Harbusch,9999-01-01,Senior Engineer
12840,Zhensheng,Ferretti,9999-01-01,Engineer
12843,Yinlin,Heijenga,9999-01-01,Senior Engineer
12848,Kazuhide,Smeets,9999-01-01,Engineer
12851,Kwangyoen,Ramsay,9999-01-01,Staff
12855,Mabhin,Murrill,9999-01-01,Senior Staff
12857,Alagu,Gils,9999-01-01,Senior Engineer
12863,Leif,Matheson,9999-01-01,Senior Engineer
12865,Katsuyuki,Rothe,9999-01-01,Senior Staff
12868,Berthier,Nanard,9999-01-01,Senior Engineer
12869,Jacopo,Swiler,9999-01-01,Staff
12872,Marl,Schmittgen,9999-01-01,Senior Staff
12879,Baruch,Eugenio,9999-01-01,Senior Engineer
12881,Huai,Yurek,9999-01-01,Staff
12885,Anwar,Collavizza,9999-01-01,Senior Engineer
12887,Hilari,DuBourdieux,9999-01-01,Senior Engineer
12889,Mayumi,Mukaidono,9999-01-01,Engineer
12890,Neven,Casley,9999-01-01,Senior Staff
12893,Licheng,Crouzet,9999-01-01,Senior Staff
12895,Roddy,Serot,9999-01-01,Senior Engineer
12899,Chinho,Sethi,9999-01-01,Senior Staff
12905,Munehiro,Gecsei,9999-01-01,Senior Engineer
12910,Uno,Casley,9999-01-01,Staff
12915,Arco,Ligten,9999-01-01,Senior Staff
12923,Chaosheng,Journel,9999-01-01,Senior Engineer
12926,Heekeun,Luby,9999-01-01,Senior Staff
12934,Adil,Solares,9999-01-01,Senior Engineer
12936,Reinhold,Farrow,9999-01-01,Technique Leader
12940,Odinaldo,Farrar,9999-01-01,Senior Engineer
12941,Tommaso,Perelgut,9999-01-01,Senior Engineer
12944,Alselm,Benzmuller,9999-01-01,Senior Staff
12949,Geoff,Asrin,9999-01-01,Senior Engineer
12960,Tayeb,Navazio,9999-01-01,Engineer
12962,Paraskevi,Beerel,9999-01-01,Senior Staff
12969,Mohan,Angot,9999-01-01,Senior Staff
12977,Byong,Markovitch,9999-01-01,Senior Engineer
12982,Sachem,Aamodt,9999-01-01,Senior Engineer
12983,Elliott,Hambrick,9999-01-01,Staff
12986,Khun,Hennebert,9999-01-01,Senior Engineer
12987,Youngkon,Kading,9999-01-01,Senior Engineer
13000,Adhemar,Chiodo,9999-01-01,Engineer
13002,Henk,Muhlberg,9999-01-01,Senior Engineer
13004,Fan,Beznosov,9999-01-01,Senior Engineer
13008,Jayesh,Zaumen,9999-01-01,Engineer
13011,Aamer,Glowinski,9999-01-01,Technique Leader
13013,Heekeun,Baak,9999-01-01,Engineer
13027,Paraskevi,Kohling,9999-01-01,Technique Leader
13030,Yahiko,Kroll,9999-01-01,Senior Staff
13034,Arunas,Rosen,9999-01-01,Senior Staff
13046,Vivian,Stafford,9999-01-01,Senior Staff
13047,Atilio,Chelton,9999-01-01,Senior Engineer
13048,Kerhong,Massonet,9999-01-01,Senior Engineer
13052,Aleksandar,Schlenzig,9999-01-01,Senior Engineer
13054,Samphel,Masamoto,9999-01-01,Senior Engineer
13065,Zine,Schiper,9999-01-01,Senior Staff
13067,Wayne,Kornyak,9999-01-01,Senior Engineer
13075,Rosella,Morrin,9999-01-01,Senior Staff
13076,Deniz,Skafidas,9999-01-01,Engineer
13084,Domenico,Pagter,9999-01-01,Senior Staff
13086,Dzung,Domenig,9999-01-01,Senior Staff
13093,Sajjan,Unno,9999-01-01,Staff
13096,Ibibia,Armand,9999-01-01,Senior Engineer
13103,Srinidhi,Ellozy,9999-01-01,Senior Engineer
13108,Rance,Matteis,9999-01-01,Senior Staff
13110,Maria,Kamble,9999-01-01,Senior Engineer
13124,Quingbo,Garnick,9999-01-01,Senior Staff
13126,Parviz,Hennebert,9999-01-01,Senior Engineer
13133,Guther,Senzako,9999-01-01,Senior Staff
13134,Lorien,Chepyzhov,9999-01-01,Senior Engineer
13140,Shuji,Vidal,9999-01-01,Staff
13143,Qingxiang,Ventosa,9999-01-01,Technique Leader
13144,Persi,Nollmann,9999-01-01,Senior Staff
13146,Haldon,Erie,9999-01-01,Senior Staff
13147,Shichao,Ginesta,9999-01-01,Senior Staff
13150,Mahmut,Stavenow,9999-01-01,Technique Leader
13156,Akeel,Millington,9999-01-01,Senior Engineer
13159,Jingling,Ranst,9999-01-01,Staff
13161,Manu,Picci,9999-01-01,Senior Engineer
13165,Lucian,Benner,9999-01-01,Senior Engineer
13168,Munir,Stentiford,9999-01-01,Senior Engineer
13170,Cheong,Bernardeschi,9999-01-01,Senior Staff
13171,Anoosh,Birnbaum,9999-01-01,Senior Engineer
13173,Arve,Horswill,9999-01-01,Senior Staff
13175,Yucai,Swick,9999-01-01,Senior Engineer
13179,Moty,Janocha,9999-01-01,Staff
13182,Kokou,Rodite,9999-01-01,Engineer
13186,Kyoichi,Barbanera,9999-01-01,Senior Staff
13189,Yuuichi,Bazzichi,9999-01-01,Staff
13192,Rosita,Flowers,9999-01-01,Technique Leader
13200,Weidon,Pauthner,9999-01-01,Senior Engineer
13202,Aram,Scharstein,9999-01-01,Senior Staff
13203,Phule,Emmart,9999-01-01,Senior Staff
13204,Mircea,Pellegrinelli,9999-01-01,Assistant Engineer
13206,Tetsurou,Rullman,9999-01-01,Staff
13210,Jianhua,Klassen,9999-01-01,Senior Staff
13213,Hein,Billawala,9999-01-01,Senior Staff
13216,Stabislas,Weedman,9999-01-01,Staff
13227,Goncalo,Pell,9999-01-01,Staff
13232,Mitchel,Fujisaki,9999-01-01,Technique Leader
13233,Alselm,Chvatal,9999-01-01,Senior Engineer
13235,Taizo,Remmers,9999-01-01,Engineer
13238,Ebru,Foote,9999-01-01,Senior Staff
13240,King,Pileggi,9999-01-01,Senior Engineer
13246,Adil,Siepmann,9999-01-01,Staff
13250,Zeydy,Schusler,9999-01-01,Senior Engineer
13252,Morris,Kavvadias,9999-01-01,Staff
13260,JoAnna,McDermid,9999-01-01,Technique Leader
13263,Subhash,Zockler,9999-01-01,Senior Staff
13272,Arun,Jiang,9999-01-01,Senior Staff
13276,Yechiam,Seuren,9999-01-01,Senior Staff
13282,Cordelia,Macedo,9999-01-01,Senior Staff
13288,Muneo,Broomell,9999-01-01,Senior Staff
13290,Stamatina,Karner,9999-01-01,Staff
13291,Georg,Stamatiou,9999-01-01,Senior Engineer
13294,Haldun,Stroustrup,9999-01-01,Staff
13302,Mack,Alencar,9999-01-01,Senior Engineer
13303,Koldo,Rissanen,9999-01-01,Staff
13309,Toshimori,Lipner,9999-01-01,Senior Engineer
13312,Filipp,Schurmann,9999-01-01,Engineer
13315,Sakthirel,Stroustrup,9999-01-01,Senior Engineer
13320,Gino,Bahr,9999-01-01,Senior Engineer
13332,Nidapan,Pearson,9999-01-01,Senior Engineer
13333,Yoshinari,Hennebert,9999-01-01,Engineer
13341,Bodh,Doering,9999-01-01,Senior Staff
13342,Georgy,Doering,9999-01-01,Engineer
13343,Heon,Usery,9999-01-01,Senior Staff
13346,Francoise,Zastre,9999-01-01,Senior Engineer
13347,Lein,Sifakis,9999-01-01,Senior Engineer
13349,Zeydy,Danner,9999-01-01,Senior Staff
13357,Mabry,Llado,9999-01-01,Engineer
13361,Wilmer,Baek,9999-01-01,Staff
13368,Kiyokazu,Klassen,9999-01-01,Staff
13371,Nakhoon,Riexinger,9999-01-01,Senior Engineer
13373,Juichirou,Naumovich,9999-01-01,Senior Staff
13374,Atreye,Kalefeld,9999-01-01,Senior Engineer
13378,Rafols,Zhiwei,9999-01-01,Technique Leader
13379,Kinh,Engelmann,9999-01-01,Senior Staff
13385,Claudi,Buchter,9999-01-01,Senior Staff
13386,Khosrow,Sgarro,9999-01-01,Technique Leader
13388,Shuji,Cesareni,9999-01-01,Technique Leader
13389,Divine,Cmelik,9999-01-01,Senior Staff
13390,Nathan,Hutton,9999-01-01,Engineer
13392,Fumitake,Beidas,9999-01-01,Senior Staff
13394,Anneke,Lorys,9999-01-01,Senior Staff
13396,Chuanyi,Aumann,9999-01-01,Senior Staff
13402,Augustine,Dulli,9999-01-01,Engineer
13405,Randy,Baba,9999-01-01,Senior Staff
13407,Gio,Chenoweth,9999-01-01,Senior Engineer
13408,Sreekrishna,Lagarias,9999-01-01,Senior Engineer
13412,Ranga,Erdmenger,9999-01-01,Staff
13415,Nathalie,Speer,9999-01-01,Technique Leader
13416,Fox,Billawala,9999-01-01,Senior Engineer
13417,Dipayan,Condotta,9999-01-01,Senior Staff
13422,Vishwani,Gerlach,9999-01-01,Senior Engineer
13427,Sreekrishna,Narwekar,9999-01-01,Staff
13439,Domenick,Ullian,9999-01-01,Engineer
13442,Giordano,Miake,9999-01-01,Senior Staff
13443,Mayuko,Puppo,9999-01-01,Senior Engineer
13445,Renee,Dehkordi,9999-01-01,Engineer
13451,Gretta,Weiland,9999-01-01,Senior Staff
13453,Sugwoo,Lalonde,9999-01-01,Senior Engineer
13456,Uzi,Erol,9999-01-01,Senior Engineer
13457,Shooichi,Parfitt,9999-01-01,Senior Engineer
13458,Feipei,Nivat,9999-01-01,Senior Engineer
13460,Yinghua,Gips,9999-01-01,Senior Engineer
13463,Theron,Berstel,9999-01-01,Senior Engineer
13465,Sasan,Rehfuss,9999-01-01,Engineer
13467,Zhigen,Katzenelson,9999-01-01,Senior Engineer
13472,Dzung,Larfeldt,9999-01-01,Engineer
13475,Kamakshi,Piancastelli,9999-01-01,Senior Staff
13493,Uinam,Jullig,9999-01-01,Senior Engineer
13500,Irene,Erol,9999-01-01,Senior Engineer
13504,Parto,Mandell,9999-01-01,Engineer
13505,Chandrasekaran,Hambrick,9999-01-01,Staff
13520,Takahiro,Mahnke,9999-01-01,Senior Engineer
13522,Jaewon,Vingron,9999-01-01,Senior Staff
13523,Dines,Karunanithi,9999-01-01,Staff
13524,Chaoyi,Porotnikoff,9999-01-01,Senior Staff
13535,Arunas,Schlenzig,9999-01-01,Senior Engineer
13539,Cedric,Bala,9999-01-01,Senior Engineer
13540,Cordelia,Krohn,9999-01-01,Staff
13544,Beshir,Sullins,9999-01-01,Senior Staff
13546,Aimee,Brookner,9999-01-01,Senior Engineer
13549,Matk,Koprowski,9999-01-01,Technique Leader
13552,Ingmar,Capobianchi,9999-01-01,Senior Staff
13554,Divine,Birke,9999-01-01,Senior Staff
13571,Eben,Passino,9999-01-01,Senior Engineer
13575,Kazuhiko,Hettesheimer,9999-01-01,Senior Engineer
13576,Jungsoon,Engberts,9999-01-01,Senior Staff
13586,Abdelwaheb,Klassen,9999-01-01,Senior Engineer
13591,Jinxi,Poulakidas,9999-01-01,Assistant Engineer
13596,Georg,Marletta,9999-01-01,Senior Engineer
13598,Subhrajyoti,Barvinok,9999-01-01,Engineer
13600,Baocai,Babu,9999-01-01,Staff
13605,Dmitry,Encarnacion,9999-01-01,Senior Staff
13612,Shao,Mansanne,9999-01-01,Engineer
13617,Prodip,Fioravanti,9999-01-01,Engineer
13621,Fei,Haddadi,9999-01-01,Engineer
13624,Zhigen,Yurek,9999-01-01,Senior Staff
13629,Dzung,Trelles,9999-01-01,Senior Engineer
13642,Inderjeet,Luit,9999-01-01,Senior Staff
13643,Geoff,Chenney,9999-01-01,Senior Engineer
13648,Zejun,Lamba,9999-01-01,Technique Leader
13653,Kristen,Iivonen,9999-01-01,Senior Staff
13662,Tianruo,Zucker,9999-01-01,Senior Staff
13670,Moti,Takanami,9999-01-01,Senior Engineer
13673,Kish,Levasseur,9999-01-01,Senior Staff
13680,Denny,Speer,9999-01-01,Staff
13683,Zhilian,Vakili,9999-01-01,Senior Engineer
13685,Weicheng,Hockney,9999-01-01,Senior Engineer
13697,Shuichi,Weedon,9999-01-01,Technique Leader
13704,Vishu,Kumaresan,9999-01-01,Senior Engineer
13708,Taizo,Bolsens,9999-01-01,Senior Engineer
13713,Nitsan,Porenta,9999-01-01,Senior Staff
13719,Hugh,Porotnikoff,9999-01-01,Senior Engineer
13721,Sugwoo,Delgrossi,9999-01-01,Senior Staff
13727,Vitali,Merey,9999-01-01,Staff
13730,Munehiro,Kalorkoti,9999-01-01,Senior Staff
13738,Bangqing,Mitchem,9999-01-01,Engineer
13744,Hisao,Quittner,9999-01-01,Senior Engineer
13745,Ung,Camurati,9999-01-01,Senior Engineer
13758,Subhrajyoti,Sidou,9999-01-01,Senior Staff
13762,Fumino,Choobineh,9999-01-01,Senior Staff
13766,Tremaine,Heemskerk,9999-01-01,Senior Staff
13769,Yakichi,Trogemann,9999-01-01,Senior Staff
13772,Khalil,Klyachko,9999-01-01,Engineer
13775,Arve,Maierhofer,9999-01-01,Senior Staff
13776,Marjo,Brookner,9999-01-01,Senior Staff
13786,Takushi,Berendt,9999-01-01,Senior Staff
13787,Xiaobin,Sinicrope,9999-01-01,Senior Engineer
13792,Valery,Sury,9999-01-01,Senior Staff
13796,Paloma,Thorelli,9999-01-01,Engineer
13797,Juyoung,Leonhardt,9999-01-01,Senior Staff
13798,Khosrow,Tischendorf,9999-01-01,Senior Engineer
13799,Chriss,Backhouse,9999-01-01,Technique Leader
13800,Nikolaus,Gammage,9999-01-01,Technique Leader
13809,Kiyotoshi,Basagni,9999-01-01,Senior Staff
13811,Kien,Azadmanesh,9999-01-01,Senior Engineer
13815,Guadalupe,Plotkin,9999-01-01,Senior Engineer
13825,Arlette,Pell,9999-01-01,Technique Leader
13831,Yinghua,Rikino,9999-01-01,Technique Leader
13838,Giao,Stellhorn,9999-01-01,Senior Staff
13841,Christophe,Spinelli,9999-01-01,Technique Leader
13842,Juichirou,Cichocki,9999-01-01,Senior Staff
13846,Guiseppe,Welham,9999-01-01,Senior Staff
13847,Dhritiman,Gulik,9999-01-01,Technique Leader
13853,Mingsen,Roohalamini,9999-01-01,Senior Staff
13856,Xiping,Conta,9999-01-01,Senior Staff
13857,Mostafa,Ferriere,9999-01-01,Senior Engineer
13859,Anoosh,Fujisawa,9999-01-01,Senior Engineer
13861,Parke,Serna,9999-01-01,Engineer
13863,Reinhard,Baig,9999-01-01,Senior Staff
13870,Theirry,Kirkerud,9999-01-01,Engineer
13875,Genta,Manders,9999-01-01,Senior Engineer
13884,Kensei,Swift,9999-01-01,Engineer
13888,Xuedong,Reghbati,9999-01-01,Engineer
13894,Ult,Schonegge,9999-01-01,Engineer
13897,JoAnna,Hardjono,9999-01-01,Senior Engineer
13899,Mostafa,Crouzet,9999-01-01,Engineer
13904,Youngkon,Cairo,9999-01-01,Senior Engineer
13911,Fen,Jansen,9999-01-01,Staff
13913,Xinan,Yoshizawa,9999-01-01,Technique Leader
13919,Brewster,Sinicrope,9999-01-01,Engineer
13922,Jinpo,Langford,9999-01-01,Senior Staff
13924,Mary,DasSarma,9999-01-01,Senior Engineer
13928,Mahmut,Nitta,9999-01-01,Senior Staff
13934,Shiv,Bratsberg,9999-01-01,Senior Engineer
13936,Tsz,Hambrick,9999-01-01,Staff
13942,Elzbieta,Esteva,9999-01-01,Technique Leader
13943,Maya,Plump,9999-01-01,Senior Staff
13944,Takahito,Maierhofer,9999-01-01,Senior Engineer
13946,Atilio,Sgarro,9999-01-01,Senior Engineer
13948,Xiaocheng,Hanratty,9999-01-01,Staff
13951,Mooi,Genther,9999-01-01,Senior Staff
13960,Nechama,Hettesheimer,9999-01-01,Senior Staff
13962,Maris,Ghelli,9999-01-01,Senior Engineer
13966,Boguslaw,Cooman,9999-01-01,Senior Staff
13969,Jianwen,Chandrasekhar,9999-01-01,Technique Leader
13972,Seongbin,Walston,9999-01-01,Technique Leader
13987,Huican,Fujisaki,9999-01-01,Technique Leader
13990,Deborah,Schapiro,9999-01-01,Engineer
13992,Ulises,Kenevan,9999-01-01,Senior Staff
13993,Troy,Marciano,9999-01-01,Senior Staff
13999,Florian,Crouzet,9999-01-01,Senior Staff
14001,Mohammad,Wynblatt,9999-01-01,Senior Staff
14005,Vojin,Stellhorn,9999-01-01,Technique Leader
14011,Katsuo,Peris,9999-01-01,Engineer
14012,Yishai,Hanratty,9999-01-01,Senior Engineer
